	country_code	country	localite	category	value	date	sources	link	sdr_id	sdr_name	sdr_level	ndate	cum_sum
8445	LR	Liberia	Grand Gedeh	Deaths	2	41904	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20130%20Sept%2022,%202014.pptx%20New.pdf	5518	Grand Gedeh	ADM1	2014-09-22	135777
8451	LR	Liberia	Grand Kru	Deaths	7	41904	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20130%20Sept%2022,%202014.pptx%20New.pdf	5519	Grand Kru	ADM1	2014-09-22	135784
8457	LR	Liberia	Lofa County	Deaths	410	41904	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20130%20Sept%2022,%202014.pptx%20New.pdf	5520	Lofa	ADM1	2014-09-22	136194
8463	LR	Liberia	Margibi County	Deaths	221	41904	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20130%20Sept%2022,%202014.pptx%20New.pdf	5521	Margibi	ADM1	2014-09-22	136415
8469	LR	Liberia	Maryland County	Deaths	8	41904	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20130%20Sept%2022,%202014.pptx%20New.pdf	5522	Maryland	ADM1	2014-09-22	136423
8475	LR	Liberia	Montserrado County	Deaths	793	41904	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20130%20Sept%2022,%202014.pptx%20New.pdf	5523	Montserrado	ADM1	2014-09-22	137216
8481	LR	Liberia	National	Deaths	1768	41904	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20130%20Sept%2022,%202014.pptx%20New.pdf	0			2014-09-22	138984
8487	LR	Liberia	Nimba County	Deaths	124	41904	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20130%20Sept%2022,%202014.pptx%20New.pdf	5524	Nimba	ADM1	2014-09-22	139108
8493	LR	Liberia	River Gee County	Deaths	6	41904	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20130%20Sept%2022,%202014.pptx%20New.pdf	5525	River Gee	ADM1	2014-09-22	139114
8499	LR	Liberia	RiverCess County	Deaths	8	41904	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20130%20Sept%2022,%202014.pptx%20New.pdf	10714	Rivercess	ADM1	2014-09-22	139122
8505	LR	Liberia	Sinoe County	Deaths	2	41904	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20130%20Sept%2022,%202014.pptx%20New.pdf	5526	Sinoe	ADM1	2014-09-22	139124
8511	SL	Sierra Leone	Bo	Deaths	16	41904	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-118.pdf	8625	Bo	ADM2	2014-09-22	139140
8517	SL	Sierra Leone	Bombali	Deaths	8	41904	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-118.pdf	8623	Bombali	ADM2	2014-09-22	139148
8523	SL	Sierra Leone	Bonthe	Deaths	1	41904	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-118.pdf	8624	Bonthe	ADM2	2014-09-22	139149
8529	SL	Sierra Leone	Kailahun	Deaths	249	41904	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-118.pdf	8626	Kailahun	ADM2	2014-09-22	139398
8535	SL	Sierra Leone	Kambia	Deaths	1	41904	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-118.pdf	8627	Kambia	ADM2	2014-09-22	139399
8541	SL	Sierra Leone	Kenema	Deaths	233	41904	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-118.pdf	8628	Kenema	ADM2	2014-09-22	139632
8547	SL	Sierra Leone	Koinadugu	Deaths	0	41904	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-118.pdf	8629	Koinadugu	ADM2	2014-09-22	139632
8553	SL	Sierra Leone	Kono	Deaths	3	41904	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-118.pdf	8630	Kono	ADM2	2014-09-22	139635
8559	SL	Sierra Leone	Moyamba	Deaths	7	41904	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-118.pdf	8631	Moyamba	ADM2	2014-09-22	139642
8565	SL	Sierra Leone	National	Deaths	554	41904	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-118.pdf	0			2014-09-22	140196
8571	SL	Sierra Leone	Port Loko	Deaths	19	41904	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-118.pdf	8632	Port Loko	ADM2	2014-09-22	140215
8577	SL	Sierra Leone	Pujehun	Deaths	1	41904	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-118.pdf	8633	Pujehun	ADM2	2014-09-22	140216
8583	SL	Sierra Leone	Tonkolili	Deaths	3	41904	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-118.pdf	8634	Tonkolili	ADM2	2014-09-22	140219
8589	SL	Sierra Leone	Western area rural	Deaths	3	41904	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-118.pdf	149746	Western Area Rural	ADM2	2014-09-22	140222
8595	SL	Sierra Leone	Western area urban	Deaths	10	41904	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-118.pdf	149745	Western Area Urban	ADM2	2014-09-22	140232
8601	GN	Guinea	Boffa	Deaths	16	41905	Gvt	Sitrep161 24Sep	9	Boffa	ADM2	2014-09-23	140248
8607	GN	Guinea	Conakry	Deaths	72	41905	Gvt	Sitrep161 24Sep	2	Conakry	ADM1	2014-09-23	140320
8613	GN	Guinea	Coyah	Deaths	5	41905	Gvt	Sitrep161 24Sep	23	Coyah	ADM2	2014-09-23	140325
8619	GN	Guinea	Dabola	Deaths	4	41905	Gvt	Sitrep161 24Sep	14	Dabola	ADM2	2014-09-23	140329
8625	GN	Guinea	Dalaba	Deaths	0	41905	Gvt	Sitrep161 24Sep	34	Dalaba	ADM2	2014-09-23	140329
8631	GN	Guinea	Dinguiraye	Deaths	1	41905	Gvt	Sitrep161 24Sep	15	Dinguiraye	ADM2	2014-09-23	140330
8637	GN	Guinea	Dubreka	Deaths	7	41905	Gvt	Sitrep161 24Sep	24	Dubreka	ADM2	2014-09-23	140337
8643	GN	Guinea	Forécariah	Deaths	7	41905	Gvt	Sitrep161 24Sep	0			2014-09-23	140344
8649	GN	Guinea	Gueckedou	Deaths	296	41905	Gvt	Sitrep161 24Sep	38	Gueckedou	ADM2	2014-09-23	140640
8655	GN	Guinea	Kerouane	Deaths	5	41905	Gvt	Sitrep161 24Sep	19	Kerouane	ADM2	2014-09-23	140645
8661	GN	Guinea	Kindia	Deaths	0	41905	Gvt	Sitrep161 24Sep	5	Kindia	ADM1	2014-09-23	140645
8667	GN	Guinea	Kissidougou	Deaths	7	41905	Gvt	Sitrep161 24Sep	17	Kissidougou	ADM2	2014-09-23	140652
8673	GN	Guinea	Kouroussa	Deaths	4	41905	Gvt	Sitrep161 24Sep	20	Kouroussa	ADM2	2014-09-23	140656
8679	GN	Guinea	Macenta	Deaths	182	41905	Gvt	Sitrep161 24Sep	40	Macenta	ADM2	2014-09-23	140838
8685	GN	Guinea	National	Deaths	648	41905	Gvt	Sitrep161 24Sep	0			2014-09-23	141486
8691	GN	Guinea	Nzerekore	Deaths	21	41905	Gvt	Sitrep161 24Sep	8	Nzerekore	ADM1	2014-09-23	141507
8697	GN	Guinea	Pita	Deaths	3	41905	Gvt	Sitrep161 24Sep	36	Pita	ADM2	2014-09-23	141510
8703	GN	Guinea	Siguiri	Deaths	3	41905	Gvt	Sitrep161 24Sep	22	Siguiri	ADM2	2014-09-23	141513
8709	GN	Guinea	Telimele	Deaths	10	41905	Gvt	Sitrep161 24Sep	28	Telimele	ADM2	2014-09-23	141523
8715	GN	Guinea	Yomou	Deaths	5	41905	Gvt	Sitrep161 24Sep	42	Yomou	ADM2	2014-09-23	141528
8721	LR	Liberia	Bomi County	Deaths	60	41905	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20131Sept%2023,%202014.pptx%20New_1.pdf	5513	Bomi	ADM1	2014-09-23	141588
8727	LR	Liberia	Bong County	Deaths	93	41905	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20131Sept%2023,%202014.pptx%20New_1.pdf	5514	Bong	ADM1	2014-09-23	141681
8733	LR	Liberia	Gbarpolu County	Deaths	0	41905	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20131Sept%2023,%202014.pptx%20New_1.pdf	5515	Gbarpolu	ADM1	2014-09-23	141681
8739	LR	Liberia	Grand Bassa	Deaths	30	41905	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20131Sept%2023,%202014.pptx%20New_1.pdf	5516	Grand Bassa	ADM1	2014-09-23	141711
8745	LR	Liberia	Grand Cape Mount	Deaths	14	41905	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20131Sept%2023,%202014.pptx%20New_1.pdf	5517	Grand Cape Mount	ADM1	2014-09-23	141725
8751	LR	Liberia	Grand Gedeh	Deaths	2	41905	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20131Sept%2023,%202014.pptx%20New_1.pdf	5518	Grand Gedeh	ADM1	2014-09-23	141727
8757	LR	Liberia	Grand Kru	Deaths	8	41905	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20131Sept%2023,%202014.pptx%20New_1.pdf	5519	Grand Kru	ADM1	2014-09-23	141735
8763	LR	Liberia	Lofa County	Deaths	414	41905	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20131Sept%2023,%202014.pptx%20New_1.pdf	5520	Lofa	ADM1	2014-09-23	142149
8769	LR	Liberia	Margibi County	Deaths	224	41905	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20131Sept%2023,%202014.pptx%20New_1.pdf	5521	Margibi	ADM1	2014-09-23	142373
8775	LR	Liberia	Maryland County	Deaths	8	41905	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20131Sept%2023,%202014.pptx%20New_1.pdf	5522	Maryland	ADM1	2014-09-23	142381
8781	LR	Liberia	Montserrado County	Deaths	824	41905	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20131Sept%2023,%202014.pptx%20New_1.pdf	5523	Montserrado	ADM1	2014-09-23	143205
8787	LR	Liberia	National	Deaths	1819	41905	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20131Sept%2023,%202014.pptx%20New_1.pdf	0			2014-09-23	145024
8793	LR	Liberia	Nimba County	Deaths	126	41905	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20131Sept%2023,%202014.pptx%20New_1.pdf	5524	Nimba	ADM1	2014-09-23	145150
8799	LR	Liberia	River Gee County	Deaths	6	41905	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20131Sept%2023,%202014.pptx%20New_1.pdf	5525	River Gee	ADM1	2014-09-23	145156
8805	LR	Liberia	RiverCess County	Deaths	8	41905	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20131Sept%2023,%202014.pptx%20New_1.pdf	10714	Rivercess	ADM1	2014-09-23	145164
8811	LR	Liberia	Sinoe County	Deaths	2	41905	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20131Sept%2023,%202014.pptx%20New_1.pdf	5526	Sinoe	ADM1	2014-09-23	145166
8817	NG	Nigeria	Lagos	Deaths	6	41905	Gvt	Sitrep 55 du 23Sep	7848	Lagos	ADM1	2014-09-23	145172
8823	NG	Nigeria	National	Deaths	8	41905	Gvt	Sitrep 55 du 23Sep	0			2014-09-23	145180
8829	NG	Nigeria	Rivers	Deaths	2	41905	Gvt	Sitrep 55 du 23Sep	7856	Rivers	ADM1	2014-09-23	145182
8835	SL	Sierra Leone	Bo	Deaths	16	41905	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-119.pdf	8625	Bo	ADM2	2014-09-23	145198
8841	SL	Sierra Leone	Bombali	Deaths	9	41905	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-119.pdf	8623	Bombali	ADM2	2014-09-23	145207
8847	SL	Sierra Leone	Bonthe	Deaths	1	41905	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-119.pdf	8624	Bonthe	ADM2	2014-09-23	145208
8853	SL	Sierra Leone	Kailahun	Deaths	249	41905	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-119.pdf	8626	Kailahun	ADM2	2014-09-23	145457
8859	SL	Sierra Leone	Kambia	Deaths	1	41905	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-119.pdf	8627	Kambia	ADM2	2014-09-23	145458
8865	SL	Sierra Leone	Kenema	Deaths	234	41905	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-119.pdf	8628	Kenema	ADM2	2014-09-23	145692
8871	SL	Sierra Leone	Koinadugu	Deaths	0	41905	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-119.pdf	8629	Koinadugu	ADM2	2014-09-23	145692
8877	SL	Sierra Leone	Kono	Deaths	3	41905	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-119.pdf	8630	Kono	ADM2	2014-09-23	145695
8883	SL	Sierra Leone	Moyamba	Deaths	7	41905	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-119.pdf	8631	Moyamba	ADM2	2014-09-23	145702
8889	SL	Sierra Leone	National	Deaths	557	41905	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-119.pdf	0			2014-09-23	146259
8895	SL	Sierra Leone	Port Loko	Deaths	19	41905	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-119.pdf	8632	Port Loko	ADM2	2014-09-23	146278
8901	SL	Sierra Leone	Pujehun	Deaths	1	41905	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-119.pdf	8633	Pujehun	ADM2	2014-09-23	146279
8907	SL	Sierra Leone	Tonkolili	Deaths	4	41905	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-119.pdf	8634	Tonkolili	ADM2	2014-09-23	146283
8913	SL	Sierra Leone	Western area rural	Deaths	3	41905	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-119.pdf	149746	Western Area Rural	ADM2	2014-09-23	146286
8919	SL	Sierra Leone	Western area urban	Deaths	10	41905	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-119.pdf	149745	Western Area Urban	ADM2	2014-09-23	146296
8925	SN	Senegal	District Nord	Deaths	0	41906	Gvt	Sitrep 24 Sept 2014	0			2014-09-24	146296
8931	SN	Senegal	National	Deaths	0	41906	Gvt	Sitrep 24 Sept 2014	0			2014-09-24	146296
8937	SL	Sierra Leone	Bo	Deaths	16	41906	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-120.pdf	8625	Bo	ADM2	2014-09-24	146312
8943	SL	Sierra Leone	Bombali	Deaths	9	41906	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-120.pdf	8623	Bombali	ADM2	2014-09-24	146321
8949	SL	Sierra Leone	Bonthe	Deaths	1	41906	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-120.pdf	8624	Bonthe	ADM2	2014-09-24	146322
8955	SL	Sierra Leone	Kailahun	Deaths	249	41906	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-120.pdf	8626	Kailahun	ADM2	2014-09-24	146571
8961	SL	Sierra Leone	Kambia	Deaths	1	41906	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-120.pdf	8627	Kambia	ADM2	2014-09-24	146572
8967	SL	Sierra Leone	Kenema	Deaths	234	41906	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-120.pdf	8628	Kenema	ADM2	2014-09-24	146806
8973	SL	Sierra Leone	Koinadugu	Deaths	0	41906	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-120.pdf	8629	Koinadugu	ADM2	2014-09-24	146806
8979	SL	Sierra Leone	Kono	Deaths	3	41906	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-120.pdf	8630	Kono	ADM2	2014-09-24	146809
8985	SL	Sierra Leone	Moyamba	Deaths	7	41906	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-120.pdf	8631	Moyamba	ADM2	2014-09-24	146816
8991	SL	Sierra Leone	National	Deaths	557	41906	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-120.pdf	0			2014-09-24	147373
8997	SL	Sierra Leone	Port Loko	Deaths	19	41906	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-120.pdf	8632	Port Loko	ADM2	2014-09-24	147392
9003	SL	Sierra Leone	Pujehun	Deaths	1	41906	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-120.pdf	8633	Pujehun	ADM2	2014-09-24	147393
9009	SL	Sierra Leone	Tonkolili	Deaths	4	41906	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-120.pdf	8634	Tonkolili	ADM2	2014-09-24	147397
9015	SL	Sierra Leone	Western area rural	Deaths	3	41906	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-120.pdf	149746	Western Area Rural	ADM2	2014-09-24	147400
9021	SL	Sierra Leone	Western area urban	Deaths	10	41906	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-120.pdf	149745	Western Area Urban	ADM2	2014-09-24	147410
9027	GN	Guinea	Beyla	Deaths	0	41907	Gvt	Sitrep163 26Sep	37	Beyla	ADM2	2014-09-25	147410
9033	GN	Guinea	Boffa	Deaths	16	41907	Gvt	Sitrep163 26Sep	9	Boffa	ADM2	2014-09-25	147426
9039	GN	Guinea	Conakry	Deaths	73	41907	Gvt	Sitrep163 26Sep	2	Conakry	ADM1	2014-09-25	147499
9045	GN	Guinea	Coyah	Deaths	5	41907	Gvt	Sitrep163 26Sep	23	Coyah	ADM2	2014-09-25	147504
9051	GN	Guinea	Dabola	Deaths	4	41907	Gvt	Sitrep163 26Sep	14	Dabola	ADM2	2014-09-25	147508
9057	GN	Guinea	Dalaba	Deaths	0	41907	Gvt	Sitrep163 26Sep	34	Dalaba	ADM2	2014-09-25	147508
9063	GN	Guinea	Dinguiraye	Deaths	1	41907	Gvt	Sitrep163 26Sep	15	Dinguiraye	ADM2	2014-09-25	147509
9069	GN	Guinea	Dubreka	Deaths	7	41907	Gvt	Sitrep163 26Sep	24	Dubreka	ADM2	2014-09-25	147516
9075	GN	Guinea	Forécariah	Deaths	9	41907	Gvt	Sitrep163 26Sep	0			2014-09-25	147525
9081	GN	Guinea	Gueckedou	Deaths	297	41907	Gvt	Sitrep163 26Sep	38	Gueckedou	ADM2	2014-09-25	147822
9087	GN	Guinea	Kerouane	Deaths	5	41907	Gvt	Sitrep163 26Sep	19	Kerouane	ADM2	2014-09-25	147827
9093	GN	Guinea	Kindia	Deaths	0	41907	Gvt	Sitrep163 26Sep	5	Kindia	ADM1	2014-09-25	147827
9099	GN	Guinea	Kissidougou	Deaths	7	41907	Gvt	Sitrep163 26Sep	17	Kissidougou	ADM2	2014-09-25	147834
9105	GN	Guinea	Kouroussa	Deaths	4	41907	Gvt	Sitrep163 26Sep	20	Kouroussa	ADM2	2014-09-25	147838
9111	GN	Guinea	Macenta	Deaths	193	41907	Gvt	Sitrep163 26Sep	40	Macenta	ADM2	2014-09-25	148031
9117	GN	Guinea	National	Deaths	668	41907	Gvt	Sitrep163 26Sep	0			2014-09-25	148699
9123	GN	Guinea	Nzerekore	Deaths	26	41907	Gvt	Sitrep163 26Sep	8	Nzerekore	ADM1	2014-09-25	148725
9129	GN	Guinea	Pita	Deaths	3	41907	Gvt	Sitrep163 26Sep	36	Pita	ADM2	2014-09-25	148728
9135	GN	Guinea	Siguiri	Deaths	3	41907	Gvt	Sitrep163 26Sep	22	Siguiri	ADM2	2014-09-25	148731
9141	GN	Guinea	Telimele	Deaths	10	41907	Gvt	Sitrep163 26Sep	28	Telimele	ADM2	2014-09-25	148741
9147	GN	Guinea	Yomou	Deaths	5	41907	Gvt	Sitrep163 26Sep	42	Yomou	ADM2	2014-09-25	148746
9153	LR	Liberia	Bomi County	Deaths	64	41907	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20Sit%20Rep%20133%20Sept%2025.%202014%20%282%29.pdf	5513	Bomi	ADM1	2014-09-25	148810
9159	LR	Liberia	Bong County	Deaths	101	41907	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20Sit%20Rep%20133%20Sept%2025.%202014%20%282%29.pdf	5514	Bong	ADM1	2014-09-25	148911
9165	LR	Liberia	Gbarpolu County	Deaths	0	41907	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20Sit%20Rep%20133%20Sept%2025.%202014%20%282%29.pdf	5515	Gbarpolu	ADM1	2014-09-25	148911
9171	LR	Liberia	Grand Bassa	Deaths	33	41907	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20Sit%20Rep%20133%20Sept%2025.%202014%20%282%29.pdf	5516	Grand Bassa	ADM1	2014-09-25	148944
9177	LR	Liberia	Grand Cape Mount	Deaths	14	41907	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20Sit%20Rep%20133%20Sept%2025.%202014%20%282%29.pdf	5517	Grand Cape Mount	ADM1	2014-09-25	148958
9183	LR	Liberia	Grand Gedeh	Deaths	2	41907	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20Sit%20Rep%20133%20Sept%2025.%202014%20%282%29.pdf	5518	Grand Gedeh	ADM1	2014-09-25	148960
9189	LR	Liberia	Grand Kru	Deaths	9	41907	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20Sit%20Rep%20133%20Sept%2025.%202014%20%282%29.pdf	5519	Grand Kru	ADM1	2014-09-25	148969
9195	LR	Liberia	Lofa County	Deaths	422	41907	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20Sit%20Rep%20133%20Sept%2025.%202014%20%282%29.pdf	5520	Lofa	ADM1	2014-09-25	149391
9201	LR	Liberia	Margibi County	Deaths	230	41907	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20Sit%20Rep%20133%20Sept%2025.%202014%20%282%29.pdf	5521	Margibi	ADM1	2014-09-25	149621
9207	LR	Liberia	Maryland County	Deaths	8	41907	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20Sit%20Rep%20133%20Sept%2025.%202014%20%282%29.pdf	5522	Maryland	ADM1	2014-09-25	149629
9213	LR	Liberia	Montserrado County	Deaths	879	41907	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20Sit%20Rep%20133%20Sept%2025.%202014%20%282%29.pdf	5523	Montserrado	ADM1	2014-09-25	150508
9219	LR	Liberia	National	Deaths	1911	41907	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20Sit%20Rep%20133%20Sept%2025.%202014%20%282%29.pdf	0			2014-09-25	152419
9225	LR	Liberia	Nimba County	Deaths	133	41907	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20Sit%20Rep%20133%20Sept%2025.%202014%20%282%29.pdf	5524	Nimba	ADM1	2014-09-25	152552
9231	LR	Liberia	River Gee County	Deaths	6	41907	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20Sit%20Rep%20133%20Sept%2025.%202014%20%282%29.pdf	5525	River Gee	ADM1	2014-09-25	152558
9237	LR	Liberia	RiverCess County	Deaths	8	41907	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20Sit%20Rep%20133%20Sept%2025.%202014%20%282%29.pdf	10714	Rivercess	ADM1	2014-09-25	152566
9243	LR	Liberia	Sinoe County	Deaths	2	41907	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20Sit%20Rep%20133%20Sept%2025.%202014%20%282%29.pdf	5526	Sinoe	ADM1	2014-09-25	152568
9249	NG	Nigeria	Lagos	Deaths	6	41907	Gvt	Sitrep 57 du 25Sep	7848	Lagos	ADM1	2014-09-25	152574
9255	NG	Nigeria	National	Deaths	8	41907	Gvt	Sitrep 57 du 25Sep	0			2014-09-25	152582
9261	NG	Nigeria	Rivers	Deaths	2	41907	Gvt	Sitrep 57 du 25Sep	7856	Rivers	ADM1	2014-09-25	152584
9267	SN	Senegal	District Nord	Deaths	0	41907	Gvt	Sitrep 25 Sept 2025	0			2014-09-25	152584
9273	SN	Senegal	National	Deaths	0	41907	Gvt	Sitrep 25 Sept 2024	0			2014-09-25	152584
9279	SL	Sierra Leone	Bo	Deaths	16	41907	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-121.pdf	8625	Bo	ADM2	2014-09-25	152600
9285	SL	Sierra Leone	Bombali	Deaths	10	41907	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-121.pdf	8623	Bombali	ADM2	2014-09-25	152610
9291	SL	Sierra Leone	Bonthe	Deaths	1	41907	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-121.pdf	8624	Bonthe	ADM2	2014-09-25	152611
9297	SL	Sierra Leone	Kailahun	Deaths	249	41907	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-121.pdf	8626	Kailahun	ADM2	2014-09-25	152860
9303	SL	Sierra Leone	Kambia	Deaths	1	41907	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-121.pdf	8627	Kambia	ADM2	2014-09-25	152861
9309	SL	Sierra Leone	Kenema	Deaths	234	41907	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-121.pdf	8628	Kenema	ADM2	2014-09-25	153095
9315	SL	Sierra Leone	Koinadugu	Deaths	0	41907	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-121.pdf	8629	Koinadugu	ADM2	2014-09-25	153095
9321	SL	Sierra Leone	Kono	Deaths	3	41907	Gvt	http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-121.pdf	8630	Kono	ADM2	2014-09-25	153098
